producto,marca,grupo,precio,precio_lista,super,url
Grissines Finitos MAESTRO CUBANO Integral 100 g,maestro cubano,bimbo,116,,devoto,https://www.devoto.com.uy/product/grissines-finitos-maestro-cubano-integral-100-g/744177
Grissines Finitos MAESTRO CUBANO Integral 100 g,maestro cubano,bimbo,116,,disco,https://www.disco.com.uy/product/grissines-finitos-maestro-cubano-integral-100-g/744177
Grissines Finitos MAESTRO CUBANO Queso 100 g,maestro cubano,bimbo,116,,devoto,https://www.devoto.com.uy/product/grissines-finitos-maestro-cubano-queso-100-g/744997
Grissines Finitos MAESTRO CUBANO Queso 100 g,maestro cubano,bimbo,116,,disco,https://www.disco.com.uy/product/grissines-finitos-maestro-cubano-queso-100-g/744997
Habanitos Al Agua El Maestro Cubano 180 G,maestro cubano,bimbo,113,113,tata,https://www.tata.com.uy/habanitos-al-agua-el-maestro-cubano-180-g-743/p
Habanitos De Jamón El Maestro Cubano 180 G,maestro cubano,bimbo,128,128,tata,https://www.tata.com.uy/habanitos-de-jamon-el-maestro-cubano-180-g-745/p
Habanitos De Queso El Maestro Cubano 180 G,maestro cubano,bimbo,132,132,tata,https://www.tata.com.uy/habanitos-de-queso-el-maestro-cubano-180-g-744/p
Habanitos EL MAESTRO CUBANO al Agua 180g,maestro cubano,bimbo,150,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/habanitos-el-maestro-cubano-al-agua-180g.producto?10999,,42"
Habanitos EL MAESTRO CUBANO de Jamón 180g,maestro cubano,bimbo,150,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/habanitos-el-maestro-cubano-de-jamon-180g.producto?69735,,42"
Habanitos EL MAESTRO CUBANO de Queso 180g,maestro cubano,bimbo,150,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/habanitos-el-maestro-cubano-de-queso-180g.producto?69737,,42"
Brownie Nutrabien Sin Azucar 50 G,nutrabien,bimbo,72,72,tata,https://www.tata.com.uy/brownie-nutrabien-sin-azucar-50-g-149195/p
Brownie sin azucar NUTRABIEN 50 g,nutrabien,bimbo,77,,devoto,https://www.devoto.com.uy/product/brownie-sin-azucar-nutrabien-50-g/601416
Brownie sin azucar NUTRABIEN 50 g,nutrabien,bimbo,77,,disco,https://www.disco.com.uy/product/brownie-sin-azucar-nutrabien-50-g/601416
Browniechoc Nutrabien 35 G,nutrabien,bimbo,40,40,tata,https://www.tata.com.uy/browniechoc-nutrabien-35-g-86792/p
Galletas avena y chocolate NUTRABIEN 175 g,nutrabien,bimbo,131,,devoto,https://www.devoto.com.uy/product/galletas-avena-y-chocolate-nutrabien-175-g/601427
Galletas avena y chocolate NUTRABIEN 175 g,nutrabien,bimbo,131,,disco,https://www.disco.com.uy/product/galletas-avena-y-chocolate-nutrabien-175-g/601427
Galletas avena y manzana NUTRABIEN 175 g,nutrabien,bimbo,131,,devoto,https://www.devoto.com.uy/product/galletas-avena-y-manzana-nutrabien-175-g/601429
Galletas avena y manzana NUTRABIEN 175 g,nutrabien,bimbo,131,,disco,https://www.disco.com.uy/product/galletas-avena-y-manzana-nutrabien-175-g/601429
Galletas avena y pasas NUTRABIEN 175 g,nutrabien,bimbo,131,,devoto,https://www.devoto.com.uy/product/galletas-avena-y-pasas-nutrabien-175-g/601433
Galletas avena y pasas NUTRABIEN 175 g,nutrabien,bimbo,131,,disco,https://www.disco.com.uy/product/galletas-avena-y-pasas-nutrabien-175-g/601433
Galletas Nutrabien Avena Y Chocolate 175 G,nutrabien,bimbo,123,123,tata,https://www.tata.com.uy/galletas-nutrabien-avena-y-chocolate-175-g-149198/p
Galletas Nutrabien Avena Y Manzana 175 G,nutrabien,bimbo,123,123,tata,https://www.tata.com.uy/galletas-nutrabien-avena-y-manzana-175-g-149193/p
Galletas Nutrabien Avena Y Pasas 175 G,nutrabien,bimbo,123,123,tata,https://www.tata.com.uy/galletas-nutrabien-avena-y-pasas-175-g-149194/p
Tostadas De Maiz  Salmas Sanissimo 6 U 108 G,salmas,bimbo,180,180,tata,https://www.tata.com.uy/tostadas-de-maiz-salmas-sanissimo-6-u-108-g-86714/p
Tostadas Salmas Horneadas 216 G,salmas,bimbo,261,261,tata,https://www.tata.com.uy/tostadas-salmas-horneadas-216-g-148195/p
Tostadita Salmas de Maíz al Horno SANISSIMO 216 gr,salmas,bimbo,186,310,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/tostadita-salmas-de-maiz-al-horno-sanissimo-216-gr.producto?1516028,,42&campaign=search_facets"
Tostadita Salmas de Maíz al Horno SANISSIMO 6 Unidades,salmas,bimbo,109,182,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/tostadita-salmas-de-maiz-al-horno-sanissimo-6-unidades.producto?1516029,,42"
Tostaditas SANISSIMO salmas x 12 un. 216 g,salmas,bimbo,275,,devoto,https://www.devoto.com.uy/product/tostaditas-sanissimo-salmas-x-12-un-216-g/664235
Tostaditas SANISSIMO salmas x 12 un. 216 g,salmas,bimbo,275,,disco,https://www.disco.com.uy/product/tostaditas-sanissimo-salmas-x-12-un-216-g/664235
Tostaditas SANISSIMO salmas x 5 un. 90 g,salmas,bimbo,168,,disco,https://www.disco.com.uy/product/tostaditas-sanissimo-salmas-x-5-un-90-g/664234
Tostaditas SANISSIMO Salmas x 6 108 g,salmas,bimbo,176,,devoto,https://www.devoto.com.uy/product/tostaditas-sanissimo-salmas-x-6-108-g/602183
Tostaditas SANISSIMO Salmas x 6 108 g,salmas,bimbo,176,,disco,https://www.disco.com.uy/product/tostaditas-sanissimo-salmas-x-6-108-g/602183
Fajitas TÍA ROSA x 10 Unidades 215 gr,tia rosa,bimbo,164,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/fajitas-tia-rosa-x-10-unidades-215-gr.producto?309761,,42"
Tortillas Burrera TÍA ROSA 420 g,tia rosa,bimbo,179,,devoto,https://www.devoto.com.uy/product/tortillas-burrera-tia-rosa-420-g/981159
Tortillas Burrera TÍA ROSA 420 g,tia rosa,bimbo,179,,disco,https://www.disco.com.uy/product/tortillas-burrera-tia-rosa-420-g/981159
Tortillas Burreras TÍA ROSA 420 gr,tia rosa,bimbo,192,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/tortillas-burreras-tia-rosa-420-gr.producto?1595670,,42"
Tortillas Fajitas TÍA ROSA 240 g,tia rosa,bimbo,153,,devoto,https://www.devoto.com.uy/product/tortillas-fajitas-tia-rosa-240-g/981158
Tortillas Fajitas TÍA ROSA 240 g,tia rosa,bimbo,153,,disco,https://www.disco.com.uy/product/tortillas-fajitas-tia-rosa-240-g/981158
Tortillas Harina Burrera Tia Rosa 420 Gr,tia rosa,bimbo,169,169,tata,https://www.tata.com.uy/tortillas-harina-burrera-tia-rosa-420-gr-169928/p
Tortillas Harina De Trigo Fajitas Tia Rosa 240 Gr,tia rosa,bimbo,149,149,tata,https://www.tata.com.uy/tortillas-harina-de-trigo-fajitas-tia-rosa-240-gr-169942/p
Tortillas mexicanas TÍA ROSA 270 g,tia rosa,bimbo,153,,devoto,https://www.devoto.com.uy/product/tortillas-mexicanas-tia-rosa-270-g/573956
Tortillas mexicanas TÍA ROSA 270 g,tia rosa,bimbo,153,,disco,https://www.disco.com.uy/product/tortillas-mexicanas-tia-rosa-270-g/573956
Tortillas Taqueras TÍA ROSA x 8 Unidades 270 gr,tia rosa,bimbo,158,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/tortillas-taqueras-tia-rosa-x-8-unidades-270-gr.producto?1562711,,42"
Chiquilin Chocolate El Trigal 54 G,el trigal,competencia,47,47,tata,https://www.tata.com.uy/chiquilin-chocolate-el-trigal-54-g-155404/p
Galleta Chiquilín de Chocolate EL TRIGAL 220 gr,el trigal,competencia,139,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-chiquilin-de-chocolate-el-trigal-220-gr.producto?674,,42&campaign=search_not_found"
Galleta Chiquilín de Chocolate EL TRIGAL 54 gr,el trigal,competencia,50,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-chiquilin-de-chocolate-el-trigal-54-gr.producto?1581151,,42"
Galleta Cric Crac El Trigal 250 G,el trigal,competencia,143,143,tata,https://www.tata.com.uy/galleta-cric-crac-el-trigal-250-g-136885/p
Galleta de Chocolate sin Azúcar Agregada EL TRIGAL 150 gr,el trigal,competencia,136,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-de-chocolate-sin-azucar-agregada-el-trigal-150-gr.producto?22839,,42"
Galleta de Naranja sin Azúcar EL TRIGAL 150 gr,el trigal,competencia,136,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-de-naranja-sin-azucar-el-trigal-150-gr.producto?398925,,42"
Galleta Dulce Sin Azúcar EL TRIGAL 150 gr,el trigal,competencia,136,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-dulce-sin-azucar-el-trigal-150-gr.producto?7984,,42"
Galleta EL TRIGAL Bridge Medio Baño 100 gr,el trigal,competencia,120,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-el-trigal-bridge-medio-bano-100-gr.producto?5059,,42&campaign=search_facets"
Galleta EL TRIGAL Cri-Crac 250g,el trigal,competencia,136,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-el-trigal-cri-crac-250g.producto?10079,,42"
Galleta EL TRIGAL Cric Crac tripack,el trigal,competencia,195,,devoto,https://www.devoto.com.uy/product/galleta-el-trigal-cric-crac-tripack/744375
Galleta EL TRIGAL Cric Crac tripack,el trigal,competencia,195,,disco,https://www.disco.com.uy/product/galleta-el-trigal-cric-crac-tripack/744375
Galleta EL TRIGAL de Miel 200 gr,el trigal,competencia,129,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-el-trigal-de-miel-200-gr.producto?27,,42&campaign=search_not_found"
Galleta EL TRIGAL mediodía tripack 350 g,el trigal,competencia,96,,devoto,https://www.devoto.com.uy/product/galleta-el-trigal-mediodia-tripack-350-g/660015
Galleta EL TRIGAL mediodía tripack 350 g,el trigal,competencia,96,,disco,https://www.disco.com.uy/product/galleta-el-trigal-mediodia-tripack-350-g/660015
Galleta EL TRIGAL miel 200 g,el trigal,competencia,128,,devoto,https://www.devoto.com.uy/product/galleta-el-trigal-miel-200-g/742155
Galleta EL TRIGAL miel 200 g,el trigal,competencia,128,,disco,https://www.disco.com.uy/product/galleta-el-trigal-miel-200-g/742155
Galleta EL TRIGAL Sin Sal Agregada 400g,el trigal,competencia,185,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-el-trigal-sin-sal-agregada-400g.producto?7310,,42"
Galleta Limón El Trigal 200 Gr,el trigal,competencia,130,130,tata,https://www.tata.com.uy/galleta-limon-el-trigal-200-gr-167705/p
Galleta Malteada Uruguayitas El Trigal 350 G,el trigal,competencia,120,120,tata,https://www.tata.com.uy/galleta-malteada-uruguayitas-el-trigal-350-g-136833/p
Galleta María Rika Tripack EL TRIGAL 300 gr,el trigal,competencia,82,136,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-maria-rika-tripack-el-trigal-300-gr.producto?228511,,42&campaign=search_facets"
Galleta Oblea EL TRIGAL Chiquilín Chocolate 80 gr,el trigal,competencia,47,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-oblea-el-trigal-chiquilin-chocolate-80-gr.producto?291844,,42"
Galleta Oblea EL TRIGAL Playeras de Vainilla 115g,el trigal,competencia,47,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-oblea-el-trigal-playeras-de-vainilla-115g.producto?291843,,42"
Galleta Oblea EL TRIGAL Playeras Frutilla 115g,el trigal,competencia,47,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-oblea-el-trigal-playeras-frutilla-115g.producto?291841,,42"
Galleta Oblea EL TRIGAL Playeras Limón 115g,el trigal,competencia,47,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-oblea-el-trigal-playeras-limon-115g.producto?291842,,42&campaign=search_not_found"
Galleta Pannina EL TRIGAL 320 gr,el trigal,competencia,83,139,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-pannina-el-trigal-320-gr.producto?412919,,42"
Galleta Pannina sin Sal EL TRIGAL 315 gr,el trigal,competencia,83,139,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-pannina-sin-sal-el-trigal-315-gr.producto?1502598,,42"
Galleta Surtida EL TRIGAL 300 gr,el trigal,competencia,159,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-surtida-el-trigal-300-gr.producto?332855,,42"
Galletas Bridge Bañadas En Chocolate El Trigal 100 G,el trigal,competencia,114,119,tata,https://www.tata.com.uy/galletas-bridge-bañadas-en-chocolate-el-trigal-100-g-751/p
Galletas Con Leche El Trigal 190 G,el trigal,competencia,96,99,tata,https://www.tata.com.uy/galletas-con-leche-el-trigal-190-g-7723/p
Galletas Crackers EL TRIGAL Mediodía 300 g,el trigal,competencia,103,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-crackers-el-trigal-mediodia-300-g.producto?316948,,42"
Galletas Cri Crac Semillas El Trigal 183 G,el trigal,competencia,92,92,tata,https://www.tata.com.uy/galletas-cri-crac-semillas-el-trigal-183-g-164629/p
Galletas Dulce Sin AzÃºcar El Trigal Chocolate 150 G,el trigal,competencia,129,132,tata,https://www.tata.com.uy/galletas-dulce-sin-azucar-el-trigal-chocolate-150-g-1000055624-7729/p
Galletas Dulces Bañadas en Chocolate Negritos EL TRIGAL 70 gr,el trigal,competencia,47,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-dulces-banadas-en-chocolate-negritos-el-trigal-70-gr.producto?7678,,42"
Galletas Dulces EL TRIGAL Sabor Limón 200 gr,el trigal,competencia,129,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-dulces-el-trigal-sabor-limon-200-gr.producto?1567317,,42"
Galletas dulces EL TRIGAL sin azúcar 150 g,el trigal,competencia,131,,devoto,https://www.devoto.com.uy/product/galletas-dulces-el-trigal-sin-azucar-150-g/742552
Galletas dulces EL TRIGAL sin azúcar 150 g,el trigal,competencia,131,,disco,https://www.disco.com.uy/product/galletas-dulces-el-trigal-sin-azucar-150-g/742552
Galletas dulces EL TRIGAL sin azúcar chocolate 150 g,el trigal,competencia,131,,devoto,https://www.devoto.com.uy/product/galletas-dulces-el-trigal-sin-azucar-chocolate-150-g/740336
Galletas dulces EL TRIGAL sin azúcar chocolate 150 g,el trigal,competencia,131,,disco,https://www.disco.com.uy/product/galletas-dulces-el-trigal-sin-azucar-chocolate-150-g/740336
Galletas dulces EL TRIGAL sin azúcar limón 150 g,el trigal,competencia,131,,devoto,https://www.devoto.com.uy/product/galletas-dulces-el-trigal-sin-azucar-limon-150-g/661987
Galletas dulces EL TRIGAL sin azúcar limón 150 g,el trigal,competencia,131,,disco,https://www.disco.com.uy/product/galletas-dulces-el-trigal-sin-azucar-limon-150-g/661987
Galletas dulces EL TRIGAL sin azúcar naranja 150 g,el trigal,competencia,131,,devoto,https://www.devoto.com.uy/product/galletas-dulces-el-trigal-sin-azucar-naranja-150-g/661986
Galletas dulces EL TRIGAL sin azúcar naranja 150 g,el trigal,competencia,131,,disco,https://www.disco.com.uy/product/galletas-dulces-el-trigal-sin-azucar-naranja-150-g/661986
Galletas Dulces sin Azúcar de Limón EL TRIGAL 150 gr,el trigal,competencia,136,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-dulces-sin-azucar-de-limon-el-trigal-150-gr.producto?350162,,42"
Galletas Dulces Sin Azúcar El Trigal 150 G,el trigal,competencia,141,141,tata,https://www.tata.com.uy/galletas-dulces-sin-azucar-el-trigal-150-g-1000054969-750/p
Galletas EL TRIGAL con Leche 190 gr,el trigal,competencia,99,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-el-trigal-con-leche-190-gr.producto?17983,,42&campaign=search_not_found"
Galletas EL TRIGAL de Coco 200 gr,el trigal,competencia,129,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-el-trigal-de-coco-200-gr.producto?23524,,42"
Galletas El Trigal Dulces Sin Azucar Naranja 150 G,el trigal,competencia,139,139,tata,https://www.tata.com.uy/galletas-el-trigal-dulces-sin-azucar-naranja-150-g-164606/p
Galletas El Trigal Panina Sin Sal 315 G,el trigal,competencia,135,155,tata,https://www.tata.com.uy/galletas-el-trigal-panina-sin-sal-315-g-19680/p
Galletas malteadas Uruguayitas EL TRIGAL 350 g,el trigal,competencia,122,,devoto,https://www.devoto.com.uy/product/galletas-malteadas-uruguayitas-el-trigal-350-g/662009
Galletas malteadas Uruguayitas EL TRIGAL 350 g,el trigal,competencia,122,,disco,https://www.disco.com.uy/product/galletas-malteadas-uruguayitas-el-trigal-350-g/662009
Galletas María El Trigal Tripack 300 G,el trigal,competencia,150,150,tata,https://www.tata.com.uy/galletas-maria-el-trigal-tripack-300-g-752/p
Galletas Mini Uruguayitas EL TRIGAL 100 g,el trigal,competencia,30,,devoto,https://www.devoto.com.uy/product/galletas-mini-uruguayitas-el-trigal-100-g/602209
Galletas Mini Uruguayitas EL TRIGAL 100 g,el trigal,competencia,30,,disco,https://www.disco.com.uy/product/galletas-mini-uruguayitas-el-trigal-100-g/602209
Galletas Obleas Bridge Rellenas de Chocolate EL TRIGAL 140 gr,el trigal,competencia,138,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-obleas-bridge-rellenas-de-chocolate-el-trigal-140-gr.producto?3968,,42&campaign=search_facets"
Galletas Pannina El Trigal 300 G,el trigal,competencia,135,155,tata,https://www.tata.com.uy/galletas-pannina-el-trigal-300-g-719/p
Galletas Panninas EL TRIGAL sin sal 315g,el trigal,competencia,134,,devoto,https://www.devoto.com.uy/product/galletas-panninas-el-trigal-sin-sal-315g/662735
Galletas Panninas EL TRIGAL sin sal 315g,el trigal,competencia,134,,disco,https://www.disco.com.uy/product/galletas-panninas-el-trigal-sin-sal-315g/662735
Galletas Rellenas El Trigal Playeras Frutilla 74 g,el trigal,competencia,39,39,tata,https://www.tata.com.uy/galletas-rellenas-el-trigal-playeras-frutilla-74-g-1000584332-172720/p
Galletas Rellenas El Trigal Playeras Limón 74 g,el trigal,competencia,39,39,tata,https://www.tata.com.uy/galletas-rellenas-el-trigal-playeras-limon-74-g-1000584326-172724/p
Galletas Sin AzÃºcar El Trigal LimÃ³n 150 G,el trigal,competencia,110,110,tata,https://www.tata.com.uy/galletas-sin-azucar-el-trigal-limon-150-g-1000055623-7722/p
Galletas Sin Sal El Trigal 390 G,el trigal,competencia,179,179,tata,https://www.tata.com.uy/galletas-sin-sal-el-trigal-390-g-162373/p
Galletas Surtidas El Trigal 300 G,el trigal,competencia,142,142,tata,https://www.tata.com.uy/galletas-surtidas-el-trigal-300-g-3752/p
Galletas Surtidas El Trigal 80 G,el trigal,competencia,49,49,tata,https://www.tata.com.uy/galletas-surtidas-el-trigal-80-g-1000496977-156151/p
Galletas Uruguayitas EL TRIGAL 350 gr,el trigal,competencia,79,131,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-uruguayitas-el-trigal-350-gr.producto?1541571,,42"
Galletita Cri Crac Pack El Trigal 460 G,el trigal,competencia,189,205,tata,https://www.tata.com.uy/galletita-cri-crac-pack-el-trigal-460-g-718/p
Galletita EL TRIGAL chiquilín 220 g,el trigal,competencia,119,,devoto,https://www.devoto.com.uy/product/galletita-el-trigal-chiquilin-220-g/742090
Galletita EL TRIGAL chiquilín 220 g,el trigal,competencia,119,,disco,https://www.disco.com.uy/product/galletita-el-trigal-chiquilin-220-g/742090
Galletita EL TRIGAL Cric Crac 250 g,el trigal,competencia,127,,devoto,https://www.devoto.com.uy/product/galletita-el-trigal-cric-crac-250-g/742189
Galletita EL TRIGAL Cric Crac 250 g,el trigal,competencia,127,,disco,https://www.disco.com.uy/product/galletita-el-trigal-cric-crac-250-g/742189
Galletita EL TRIGAL de coco 200 g,el trigal,competencia,128,,devoto,https://www.devoto.com.uy/product/galletita-el-trigal-de-coco-200-g/742163
Galletita EL TRIGAL de coco 200 g,el trigal,competencia,128,,disco,https://www.disco.com.uy/product/galletita-el-trigal-de-coco-200-g/742163
Galletita MARIA RIKA el trigal 100g,el trigal,competencia,50,,devoto,https://www.devoto.com.uy/product/galletita-maria-rika-el-trigal-100g/744264
Galletita MARIA RIKA el trigal 100g,el trigal,competencia,50,,disco,https://www.disco.com.uy/product/galletita-maria-rika-el-trigal-100g/744264
Galletita sin sal EL TRIGAL 400 g,el trigal,competencia,172,,devoto,https://www.devoto.com.uy/product/galletita-sin-sal-el-trigal-400-g/742110
Galletita sin sal EL TRIGAL 400 g,el trigal,competencia,172,,disco,https://www.disco.com.uy/product/galletita-sin-sal-el-trigal-400-g/742110
Galletitas bañadas negritos El Trigal 100 g,el trigal,competencia,30,,devoto,https://www.devoto.com.uy/product/galletitas-banadas-negritos-el-trigal-100-g/744265
Galletitas bañadas negritos El Trigal 100 g,el trigal,competencia,30,,disco,https://www.disco.com.uy/product/galletitas-banadas-negritos-el-trigal-100-g/744265
Galletitas ChiquiLín El Trigal 220 G,el trigal,competencia,124,135,tata,https://www.tata.com.uy/galletitas-chiquilin-el-trigal-220-g-748/p
Galletitas Chiquilín EL TRIGAL Rellenas de Chocolate 74 g,el trigal,competencia,25,,devoto,https://www.devoto.com.uy/product/galletitas-chiquilin-el-trigal-rellenas-de-chocolate-74-g/774226
Galletitas Chiquilín EL TRIGAL Rellenas de Chocolate 74 g,el trigal,competencia,25,,disco,https://www.disco.com.uy/product/galletitas-chiquilin-el-trigal-rellenas-de-chocolate-74-g/774226
Galletitas Coco El Trigal 200 G,el trigal,competencia,127,130,tata,https://www.tata.com.uy/galletitas-coco-el-trigal-200-g-753/p
Galletitas De Miel El Trigal 200 G,el trigal,competencia,127,130,tata,https://www.tata.com.uy/galletitas-de-miel-el-trigal-200-g-749/p
Galletitas dulces EL TRIGAL surtidas 300 g,el trigal,competencia,157,,devoto,https://www.devoto.com.uy/product/galletitas-dulces-el-trigal-surtidas-300-g/740024
Galletitas dulces EL TRIGAL surtidas 300 g,el trigal,competencia,157,,disco,https://www.disco.com.uy/product/galletitas-dulces-el-trigal-surtidas-300-g/740024
Galletitas EL TRIGAL con leche 190 g,el trigal,competencia,97,,devoto,https://www.devoto.com.uy/product/galletitas-el-trigal-con-leche-190-g/740128
Galletitas EL TRIGAL con leche 190 g,el trigal,competencia,97,,disco,https://www.disco.com.uy/product/galletitas-el-trigal-con-leche-190-g/740128
Galletitas limón EL TRIGAL 200 g,el trigal,competencia,128,,devoto,https://www.devoto.com.uy/product/galletitas-limon-el-trigal-200-g/601598
Galletitas limón EL TRIGAL 200 g,el trigal,competencia,128,,disco,https://www.disco.com.uy/product/galletitas-limon-el-trigal-200-g/601598
Galletitas María EL TRIGAL Rika 300 g,el trigal,competencia,134,,devoto,https://www.devoto.com.uy/product/galletitas-maria-el-trigal-rika-300-g/744033
Galletitas María EL TRIGAL Rika 300 g,el trigal,competencia,134,,disco,https://www.disco.com.uy/product/galletitas-maria-el-trigal-rika-300-g/744033
Galletitas Mini Coco EL TRIGAL 110 g,el trigal,competencia,30,,devoto,https://www.devoto.com.uy/product/galletitas-mini-coco-el-trigal-110-g/602213
Galletitas Mini Coco EL TRIGAL 110 g,el trigal,competencia,30,,disco,https://www.disco.com.uy/product/galletitas-mini-coco-el-trigal-110-g/602213
Galletitas Mini Limón EL TRIGAL 110 g,el trigal,competencia,30,,devoto,https://www.devoto.com.uy/product/galletitas-mini-limon-el-trigal-110-g/774220
Galletitas Mini Limón EL TRIGAL 110 g,el trigal,competencia,30,,disco,https://www.disco.com.uy/product/galletitas-mini-limon-el-trigal-110-g/774220
Galletitas Mini Miel EL TRIGAL 110 g,el trigal,competencia,30,,devoto,https://www.devoto.com.uy/product/galletitas-mini-miel-el-trigal-110-g/602211
Galletitas Mini Miel EL TRIGAL 110 g,el trigal,competencia,30,,disco,https://www.disco.com.uy/product/galletitas-mini-miel-el-trigal-110-g/602211
Galletitas Panninas EL TRIGAL 320 g,el trigal,competencia,134,,devoto,https://www.devoto.com.uy/product/galletitas-panninas-el-trigal-320-g/662367
Galletitas Panninas EL TRIGAL 320 g,el trigal,competencia,134,,disco,https://www.disco.com.uy/product/galletitas-panninas-el-trigal-320-g/662367
Galletitas Playeras EL TRIGAL Rellenas de Frutilla 74 g,el trigal,competencia,25,,devoto,https://www.devoto.com.uy/product/galletitas-playeras-el-trigal-rellenas-de-frutilla-74-g/774224
